0,1.0014309619797831e-3
00,1.4988406629455337e-3
000,1.0391168542549906e-3
0000,6.831945383224753e-6
000000,1.10192667471367e-6
00000000,1.10192667471367e-6
000000000002858,2.2038533494273398e-7
000000000003619,6.611560048282019e-7
000000000003991,2.2038533494273398e-7
000000000003997,2.2038533494273398e-7
000000000005168,2.2038533494273398e-7
000000000005409,2.2038533494273398e-7
000000000005411,2.2038533494273398e-7
000000000005412,2.2038533494273398e-7
000000000005413,2.2038533494273398e-7
000000000005820,4.4077066988546795e-7
000000000006238,2.2038533494273398e-7
000000000006452,4.4077066988546795e-7
000000000007399,2.2038533494273398e-7
000000000007494,6.611560048282019e-7
000000000007498,2.2038533494273398e-7
000000000007568,2.2038533494273398e-7
000000000007588,4.4077066988546795e-7
000000000007589,6.611560048282019e-7
000000000007590,4.4077066988546795e-7
000000000007591,4.4077066988546795e-7
000000000007592,2.2038533494273398e-7
000000000007593,4.4077066988546795e-7
000000000007666,2.2038533494273398e-7
000000000007874,2.2038533494273398e-7
000000000007876,8.815413397709359e-7
000000000008254,2.2038533494273398e-7
000000000008348,2.2038533494273398e-7
000000000008544,4.4077066988546795e-7
000000000008582,4.4077066988546795e-7
000000000008593,2.2038533494273398e-7
000000000008853,4.4077066988546795e-7
000000000008858,4.4077066988546795e-7
000000000009507,2.2038533494273398e-7
000000000009596,4.4077066988546795e-7
000000000009641,2.2038533494273398e-7
000000000009688,2.2038533494273398e-7
000000000009797,6.611560048282019e-7
000000000009842,8.815413397709359e-7
000000000010207,4.4077066988546795e-7
000000000010210,2.2038533494273398e-7
000000000010211,2.2038533494273398e-7
000000000010212,2.2038533494273398e-7
000000000010219,2.2038533494273398e-7
000000000010552,2.2038533494273398e-7
000000000011185,6.611560048282019e-7
000000000012677,2.2038533494273398e-7
000000000012734,2.2038533494273398e-7
000000000012735,2.2038533494273398e-7
000000000012736,2.2038533494273398e-7
000000000012738,2.2038533494273398e-7
000000000012741,2.2038533494273398e-7
000000000012987,2.2038533494273398e-7
000000000013085,2.2038533494273398e-7
000000000013287,2.2038533494273398e-7
000000000015384,2.2038533494273398e-7
000000000015793,2.2038533494273398e-7
000000000023619,2.2038533494273398e-7
000000000024099,2.2038533494273398e-7
000000000025307,2.2038533494273398e-7
000000000025312,2.2038533494273398e-7
000000000031063,8.815413397709359e-7
000000000031067,8.815413397709359e-7
000000000038953,4.4077066988546795e-7
000000000042084,2.2038533494273398e-7
000000000048227,2.2038533494273398e-7
000000000049773,4.4077066988546795e-7
000000000052681,2.2038533494273398e-7
000000000053089,2.2038533494273398e-7
000000000053239,8.815413397709359e-7
000000000053327,8.815413397709359e-7
000000000053328,4.4077066988546795e-7
000000000053352,2.2038533494273398e-7
000000000054493,4.4077066988546795e-7
000000000055952,4.4077066988546795e-7
000000000058321,4.4077066988546795e-7
000000000079989,4.4077066988546795e-7
000000001606,2.2038533494273398e-7
000010220,2.2038533494273398e-7
0000102317,2.2038533494273398e-7
0000102374,2.2038533494273398e-7
0000102789,1.3223120096564038e-6
0000103595,2.2038533494273398e-7
0000104281,1.3223120096564038e-6
0000104282,1.3223120096564038e-6
0000104486,2.2038533494273398e-7
0000104631,2.2038533494273398e-7
0000104730,4.4077066988546795e-7
0000104776,2.2038533494273398e-7
0000104778,2.2038533494273398e-7
0000107043,4.4077066988546795e-7
0000108729,1.10192667471367e-6
000099,1.10192667471367e-6
0001,8.815413397709359e-7
000166,4.4077066988546795e-7
0002,2.2038533494273398e-7
000202,2.2038533494273398e-7
0004,2.6446240193128076e-6
0006509,2.2038533494273398e-7
0006510,2.2038533494273398e-7
0008,2.2038533494273398e-7
001,1.7410441460475984e-5
0010,4.4077066988546795e-7
0011,1.1019266747136699e-5
0012,4.4077066988546795e-7
001452,2.2038533494273398e-7
0015,2.2038533494273398e-7
002,5.289248038625615e-6
0021,2.2038533494273398e-7
0022,6.611560048282019e-7
00235424,2.2038533494273398e-7
0025,8.815413397709359e-7
0027,8.815413397709359e-7
0028,4.4077066988546795e-7
002813,2.2038533494273398e-7
00298,2.2038533494273398e-7
003,3.0853946891982754e-6
0030,8.815413397709359e-7
0033,2.2038533494273398e-7
00343938,4.4077066988546795e-7
004,2.4242386843700735e-6
0040,4.4077066988546795e-7
0042,2.2038533494273398e-7
0043,2.2038533494273398e-7
0044,3.0853946891982754e-6
0045,2.2038533494273398e-7
00453,2.2038533494273398e-7
0046,2.2038533494273398e-7
0047,2.2038533494273398e-7
0049,2.2038533494273398e-7
005,8.154257392881157e-6
00501723,2.2038533494273398e-7
00508,2.2038533494273398e-7
0051,2.2038533494273398e-7
0052,2.2038533494273398e-7
00534580,2.2038533494273398e-7
00535,2.2038533494273398e-7
0054,2.2038533494273398e-7
0055,2.2038533494273398e-7
0057,6.611560048282019e-7
005777986805,2.2038533494273398e-7
005820,2.2038533494273398e-7
006,1.7630826795418718e-6
0060,6.611560048282019e-7
0061,1.10192667471367e-6
00610505,2.2038533494273398e-7
00623,2.2038533494273398e-7
0067,6.611560048282019e-7
006902704,4.4077066988546795e-7
007,2.8650093542555417e-6
0070,2.4242386843700735e-6
0071,6.611560048282019e-7
00720,2.2038533494273398e-7
0074,2.2038533494273398e-7
0075,1.3223120096564038e-6
00758,4.4077066988546795e-7
008,2.4242386843700735e-6
0080,6.611560048282019e-7
00813,2.2038533494273398e-7
00834,2.2038533494273398e-7
0088,2.2038533494273398e-7
009,1.9834680144846057e-6
0090,2.2038533494273398e-7
